,PV(kW),Load(kW)
10,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.9  21.1  35.8  32.5  45.1  68.1  57.4 134.6 140.6
 313.4 296.8 325.3 320.1 455.2 625.5 617.3 491.3 627.8 636.5 299.7 725.9
 704.2 896.6 738.3 811.7 646.7 754.  750.5 767.  461.  925.8 758.1 603.4
 607.  520.3 631.6 505.5 670.6 699.2 735.3 730.  625.4 820.7 725.8 738.3
 431.  366.5 651.4 546.8 513.7 546.6 317.4 270.  172.  105.5 133.7 172.3
 364.  232.2  86.7  67.7  55.9  33.9  34.1  12.5  25.3  27.9  19.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[108.2 112.  162.7 106.9  85.8 143.4 149.1 111.8 117.1  93.2  76.   73.2
 106.7 105.   88.3 101.3  85.4 118.6  86.7 104.2 118.6  71.7 113.5  71.6
 156.8 176.1 193.7 204.5 263.3 353.9 395.2 422.9 298.6 459.1 402.1 265.
 256.3 363.  250.7 252.6 339.  412.4 277.8 283.3 257.9 322.1 291.2 322.3
 316.6 390.4 221.2 236.  270.8 239.3 253.6 257.4 322.3 233.9 281.5 363.
 311.4 372.  298.8 388.  360.8 463.8 382.1 416.3 551.9 517.1 595.2 647.8
 476.4 587.1 580.5 442.1 443.9 705.6 520.8 472.  660.1 558.3 621.4 413.6
 764.8 674.  641.3 537.3 694.7 618.1 472.3 447.6 387.1 353.5 324.7 247. ]"
11,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.5  24.1  39.9  25.4  49.1  63.8  73.2 130.9 138.3
 267.  307.6 327.5 280.3 530.2 649.2 643.9 510.4 711.6 598.9 393.2 806.9
 803.4 840.5 876.4 674.4 667.2 754.1 670.9 799.5 408.3 784.5 709.4 399.2
 578.3 417.  904.1 658.9 722.9 670.3 673.2 607.3 589.4 696.2 632.9 726.4
 491.  355.5 576.1 586.6 591.2 533.6 325.5 260.5 179.6 113.1 117.1 160.
 300.6 236.8 100.7  82.9  52.6  30.4  39.5  14.4  23.4  25.5  24.6   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[108.9 140.5 127.5  94.3  96.4 130.4 144.4 118.1 132.9 100.8  77.9  98.5
 102.3  89.9 119.7  98.3  85.1 104.4  66.   95.1 114.4  82.   94.5  76.9
 159.3 183.6 169.3 199.4 282.5 338.  390.8 364.6 315.  413.6 314.1 276.5
 268.5 371.3 266.4 218.4 369.7 345.7 261.3 330.6 285.6 344.4 299.6 354.8
 277.9 334.9 238.1 237.9 244.8 224.4 247.  310.1 309.4 318.7 360.9 331.7
 330.8 382.4 259.7 409.  370.4 399.4 364.7 378.2 559.8 466.6 595.7 685.8
 458.7 691.4 555.6 439.2 437.5 487.5 711.8 455.6 557.8 583.4 456.1 508.8
 667.  753.4 495.7 519.6 577.9 627.1 450.2 358.8 379.1 367.7 298.  244.4]"
12,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.9  25.3  34.   27.3  47.   56.7  70.5 107.  140.9
 277.3 294.8 314.3 344.5 407.2 680.5 484.6 530.1 609.5 634.6 342.9 977.7
 844.5 929.5 759.7 916.6 807.9 702.2 703.2 662.4 544.9 836.3 741.3 501.2
 733.4 431.6 964.6 630.6 566.3 874.2 719.3 725.9 773.1 768.  776.2 572.2
 502.8 384.1 595.5 552.7 565.1 557.7 350.  286.2 176.6 101.5 105.3 196.9
 339.5 244.5 101.   76.5  52.7  40.4  38.2  17.1  23.9  28.7  24.4   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[116.2 122.2 123.   94.5  87.6 143.2 131.  115.1 152.1  94.   76.   89.6
 124.5  88.6 118.   89.7  75.5 111.   76.4  96.9 105.4  91.1 113.8  88.3
 139.5 161.1 182.3 192.4 281.2 380.2 421.  408.1 296.3 432.7 310.2 249.5
 289.9 395.9 296.2 231.  344.2 351.5 276.9 271.8 312.4 213.7 326.5 249.
 277.1 331.5 262.5 268.9 238.8 246.5 331.9 257.8 276.7 334.6 336.2 369.8
 329.  375.8 289.9 423.8 421.1 356.7 313.8 412.6 534.  431.  583.4 524.
 478.9 651.7 550.2 338.3 436.7 589.  588.7 402.1 667.9 564.1 584.3 422.4
 687.5 694.1 536.9 447.  698.1 696.7 436.7 372.  360.9 432.7 321.9 232. ]"
13,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.8  20.   40.8  25.4  45.7  57.1  70.5 142.6 134.7
 286.9 352.3 279.9 386.1 420.3 585.5 620.5 457.1 624.  760.9 399.  899.1
 687.1 920.4 917.3 868.9 840.6 810.1 728.  728.  444.3 865.4 840.7 394.2
 504.7 418.8 823.5 473.2 692.6 887.1 633.2 869.5 755.4 873.2 794.  609.
 464.6 360.1 647.3 687.8 556.1 625.3 351.9 293.6 191.8  94.8 115.2 170.2
 348.7 240.7  95.2  83.1  57.5  37.6  31.4  14.6  21.5  31.6  21.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[125.  157.  129.2 109.9  98.9 121.7 133.2 101.2 118.6  91.5  84.6  92.1
 113.4 107.6  99.2 103.   75.8 108.2  84.9  98.4 113.8  83.2 126.8 105.3
 132.1 158.3 167.7 193.5 240.3 338.5 312.3 345.5 289.3 455.2 308.1 239.8
 275.9 465.5 300.9 272.7 320.4 318.7 305.4 285.7 251.2 274.7 265.8 261.3
 278.1 318.7 274.5 224.2 277.7 251.6 244.1 215.5 245.3 348.9 339.4 425.6
 321.6 315.2 289.6 320.1 451.2 391.2 337.5 375.1 681.  494.5 540.6 554.5
 453.  681.7 577.2 538.9 402.2 514.1 646.6 470.7 524.1 521.2 572.3 400.4
 566.8 651.9 592.3 509.5 518.2 695.2 375.6 443.  360.9 397.1 273.3 253.2]"
14,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.3  23.   32.3  27.2  37.2  62.3  68.9 116.1 140.6
 250.2 313.3 252.9 343.6 450.3 559.4 517.5 535.1 543.8 597.1 334.  751.2
 834.8 883.1 727.7 830.  723.4 837.4 801.1 761.  449.5 950.7 628.5 492.7
 593.7 520.2 822.6 515.9 571.  758.1 815.2 767.3 692.  686.5 666.8 832.4
 450.5 394.1 692.7 549.5 674.6 477.7 278.7 301.3 184.4  94.9 130.6 167.1
 295.9 249.8  86.6  79.4  71.4  36.5  38.4  15.5  24.8  26.8  22.5   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 98.9 134.5 156.4 111.4  74.9 145.3 142.8 116.5 148.1  98.2  89.7  92.9
 102.1 118.7 116.2  96.2  81.4 126.2  70.  110.5 112.2  77.3 112.3  87.3
 186.5 202.1 151.7 223.6 274.6 389.2 404.9 432.6 336.  452.7 317.7 237.4
 295.2 370.3 280.7 240.6 319.7 363.1 341.5 257.7 279.3 293.2 290.7 302.9
 270.2 408.2 224.8 241.8 278.6 192.5 307.7 246.5 252.8 303.3 358.  403.6
 272.2 385.8 320.1 405.5 405.1 387.  370.2 365.3 559.1 403.5 666.7 598.8
 446.3 698.4 637.4 514.2 424.1 521.4 674.  419.8 644.3 483.5 625.6 432.4
 680.  685.2 633.4 499.  543.6 703.2 400.  426.8 393.2 359.3 345.7 239. ]"
15,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.7  22.2  28.9  32.7  47.7  66.3  69.6 140.  157.4
 282.3 343.7 273.6 340.7 435.9 684.8 640.5 490.9 715.3 801.6 315.3 729.9
 748.4 730.7 773.6 802.3 736.5 829.6 742.8 949.5 455.2 843.5 736.1 407.5
 590.1 411.9 713.6 546.7 596.  765.8 583.2 737.9 744.8 872.  665.1 640.8
 514.5 358.5 694.4 613.6 729.3 552.1 385.9 278.4 173.8  95.8 128.2 177.3
 314.4 248.   97.9  77.4  77.7  38.   37.   14.   23.1  28.8  20.3   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 96.2 127.2 147.9 102.1  72.5 129.5 133.7 140.1 137.9  85.   80.9  94.
 109.3  94.3  78.9  89.6  76.  109.1  83.9 101.4  94.1  91.3 105.8  89.4
 150.6 181.5 170.9 250.2 247.9 323.3 444.7 370.4 354.4 474.5 318.4 225.
 307.1 360.2 279.4 256.9 359.9 362.3 306.3 242.  295.7 328.  259.8 262.7
 260.6 397.3 209.2 277.5 259.8 264.5 249.3 231.8 234.2 294.1 297.5 406.6
 357.2 347.5 313.6 358.3 365.4 427.2 322.1 369.1 654.1 408.5 564.8 489.5
 501.9 669.3 438.8 498.6 538.2 644.  553.2 444.2 583.6 512.6 561.5 318.5
 760.9 674.6 690.7 672.8 540.5 729.2 404.5 362.4 443.2 395.1 294.2 223.7]"
16,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.2  25.1  36.1  36.1  43.3  57.3  52.8 124.1 143.
 249.7 282.8 307.5 371.1 440.4 521.4 622.5 520.5 698.6 632.1 313.9 824.1
 919.8 945.3 784.5 739.2 706.5 879.3 629.6 760.3 431.9 763.8 703.9 445.
 630.1 507.  918.4 554.4 516.5 793.  660.4 751.5 672.2 689.9 679.8 665.1
 432.4 396.5 589.8 641.4 602.4 502.9 376.8 306.4 203.4 111.5 125.6 160.1
 263.3 254.3  90.1  89.2  66.   38.8  32.1  15.3  20.3  27.4  23.6   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[133.8 142.4 153.1  99.9  81.9 118.6 148.2 138.  157.2  72.3  97.9 104.3
 105.3 102.9  84.4  92.3  81.4 112.8  82.4 112.9 126.6  63.6 125.7  76.9
 163.8 196.4 170.  217.9 269.4 337.3 468.1 430.2 296.3 374.2 315.4 297.4
 352.6 407.  313.6 249.6 332.5 447.7 304.  256.2 283.4 263.1 342.4 262.4
 308.9 376.9 217.1 265.1 256.6 228.2 312.7 254.8 285.4 277.2 319.3 301.2
 379.8 379.9 313.1 381.3 390.3 390.4 367.  385.3 585.4 349.2 536.8 587.4
 464.4 674.7 637.4 437.2 389.  458.8 616.8 434.2 533.  469.5 559.4 444.
 774.2 722.5 547.9 419.4 586.6 639.3 403.7 353.1 383.3 346.1 276.4 268.3]"
17,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.8  22.9  31.1  27.7  43.3  67.7  58.8 132.  129.7
 206.4 330.2 280.7 353.7 377.2 578.4 623.  501.8 780.2 595.9 375.1 877.3
 686.6 797.3 754.6 838.6 727.8 932.5 891.1 762.3 432.4 742.4 765.6 397.
 664.4 532.8 779.4 542.5 744.1 786.2 685.8 950.7 759.2 799.3 674.5 638.8
 443.1 330.5 645.5 486.1 615.1 579.7 439.7 299.2 172.5  98.2 117.1 176.9
 303.5 236.8  98.   68.7  67.3  30.3  34.5  13.8  23.9  30.9  22.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[106.6 166.4 150.6  97.6  88.3 124.5 133.9 102.2 141.6 105.5  99.9  89.5
  99.2 101.5  92.7 110.7  84.5 103.6  90.8 117.1 108.6  70.1  86.1  71.4
 163.5 196.  134.1 206.1 279.6 318.6 359.8 348.1 312.9 462.6 313.5 267.8
 305.  413.  290.7 282.4 375.8 326.9 306.1 248.  237.6 319.9 295.6 322.4
 323.4 355.3 251.6 278.2 252.3 229.  301.8 249.3 281.  301.  323.7 326.5
 353.5 379.8 274.4 343.7 339.2 404.8 369.5 402.6 589.5 490.5 667.8 428.2
 532.5 605.6 577.9 346.8 450.6 581.4 658.2 485.7 644.3 561.2 590.1 453.1
 710.9 596.3 575.6 582.9 598.9 746.3 412.7 434.7 375.3 326.8 383.6 273.8]"
18,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.1  28.3  38.9  27.3  43.9  61.5  71.5 131.9 127.8
 230.7 292.7 277.5 320.2 511.9 666.7 602.1 426.6 581.  665.6 323.4 868.
 853.7 967.6 828.6 802.  833.2 924.  841.5 776.5 475.7 730.  699.3 390.1
 672.9 406.9 809.3 575.4 642.3 800.  719.6 817.3 707.8 704.6 719.  785.5
 491.4 363.3 593.3 570.6 618.5 499.3 386.5 341.3 179.1 100.2 114.1 150.6
 350.6 282.3  97.1  64.2  68.3  32.   37.5  12.   26.   30.1  20.3   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[116.6 158.2 128.7 106.6  80.8 119.5 140.7 142.8 130.8  64.4  82.   80.7
 105.4  97.6  99.2  97.3  84.2  90.8  82.1 124.7 121.8  79.6 120.   95.3
 157.9 173.5 205.9 210.5 217.6 311.6 395.9 283.5 365.9 494.9 288.1 224.9
 280.  381.1 307.8 273.3 317.7 446.4 276.9 262.4 276.3 326.2 284.7 288.9
 291.7 348.8 251.3 252.1 229.6 214.2 288.  231.5 284.2 306.2 354.3 367.1
 263.4 263.5 299.5 406.  340.9 466.1 359.7 372.6 646.3 477.5 602.8 470.8
 503.2 540.5 545.9 417.4 430.8 624.2 618.8 401.3 494.  486.4 537.8 399.7
 860.3 632.5 633.4 557.6 645.5 771.8 425.  356.6 386.3 352.7 276.7 194.1]"
19,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.3  23.3  38.8  26.3  44.8  61.9  59.1 153.4 119.5
 263.6 277.  319.8 322.1 417.2 586.1 758.3 461.  617.6 616.9 342.1 898.3
 707.9 859.9 700.5 767.1 795.6 887.5 771.8 722.4 497.1 686.8 671.5 490.9
 497.5 436.1 833.  528.2 847.1 706.5 675.4 733.7 693.8 694.8 723.8 755.9
 386.1 370.4 667.  624.2 557.9 559.2 299.1 341.5 180.9 112.3 134.9 183.3
 288.3 266.7 101.   69.4  64.6  31.7  33.4  13.1  21.4  27.1  20.8   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[117.3 152.2 132.5  95.4  98.8 114.8 121.1 129.8 142.1  91.4  82.  101.
  89.   94.2  99.  101.2  78.4 109.8  81.8  99.3 116.5  76.1 107.8  78.4
 123.1 194.1 195.2 203.  271.1 322.5 363.1 330.4 339.5 385.1 277.7 256.
 262.1 341.8 309.3 251.6 333.  427.2 249.8 235.  247.7 267.4 309.5 319.1
 321.5 311.7 232.4 292.1 252.6 221.9 306.1 249.9 292.  329.9 296.4 323.2
 366.8 352.5 245.4 330.1 365.5 374.1 373.2 366.2 654.  446.4 508.5 633.7
 519.6 564.4 565.6 494.4 450.6 539.1 713.3 401.2 540.4 523.7 608.9 460.7
 824.  671.6 571.7 437.1 611.1 583.7 386.8 421.  408.  366.9 278.4 228.7]"
20,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.9  21.3  34.7  28.7  42.5  68.2  69.9 113.4 141.7
 252.9 289.3 301.6 321.7 389.2 638.4 653.2 544.4 631.7 545.1 343.1 748.5
 858.3 835.5 771.  653.7 679.4 631.1 890.  732.7 385.3 847.2 801.3 478.7
 704.7 462.3 785.6 534.8 593.4 752.4 700.6 783.8 692.7 744.2 589.9 702.6
 542.4 369.5 539.3 551.7 571.9 558.7 360.5 301.1 179.3 117.9 138.3 155.5
 335.2 225.6  93.2  76.7  65.9  38.3  34.9  11.9  23.8  27.8  22.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[117.2 147.5 130.3 109.1  84.2 123.8 139.8 128.4 149.   99.4  78.9 101.7
  99.7 100.6  94.3  99.8  80.6 103.3  84.2 126.9 121.6  83.9 119.4  85.7
 141.4 182.5 214.  258.1 262.4 351.7 415.2 325.3 269.1 461.1 319.  258.8
 276.6 371.4 290.9 252.6 363.9 514.  263.7 276.  333.1 281.4 308.9 288.9
 297.  394.7 237.7 258.9 242.5 246.7 293.5 249.  270.2 306.1 316.4 341.6
 320.6 317.2 331.7 348.3 406.9 370.6 244.4 379.2 566.1 435.1 598.9 624.2
 478.2 473.  547.  515.9 450.  466.8 641.7 489.5 572.6 563.2 585.6 510.7
 751.2 639.  576.7 552.2 600.6 600.2 423.3 354.4 368.6 251.9 320.4 204.9]"
21,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.3  18.9  37.1  28.6  43.5  69.5  58.8 128.6 151.
 313.6 318.4 290.6 316.8 414.6 546.2 593.4 511.7 673.1 645.3 260.9 734.1
 872.3 831.2 860.3 910.3 660.8 688.2 849.8 627.4 389.6 833.8 767.3 515.8
 687.9 488.6 858.5 574.1 591.3 857.  623.6 882.8 725.5 630.7 664.2 772.8
 471.4 355.7 663.9 470.3 630.9 592.3 320.5 299.4 188.2 111.  156.9 178.7
 281.3 247.6  81.6  74.   74.7  31.5  40.5  16.6  20.2  26.1  18.4   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 91.8 138.4 121.6 103.5  81.9 140.  133.7  95.1 150.9  97.6  79.6 100.2
  80.8 107.7  85.6 113.8  79.3 112.   80.5  90.5 128.7  73.3 123.   99.5
 150.3 178.8 199.3 196.5 274.  258.5 466.2 374.1 336.8 399.3 371.6 286.5
 292.7 404.2 301.7 261.1 346.1 448.6 270.3 263.7 316.7 258.6 275.7 321.9
 319.7 320.2 270.6 268.  236.8 224.5 319.2 261.  318.2 322.2 325.1 395.1
 359.5 335.1 310.5 394.7 399.  380.5 324.9 405.  518.1 443.  615.1 618.5
 568.2 670.2 543.3 420.  490.4 504.5 781.  423.6 584.2 633.1 523.8 461.9
 619.5 669.1 546.8 621.5 593.3 572.1 346.7 429.7 447.9 394.6 260.9 229.9]"
22,"[   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.    13.1   22.8   31.5   27.6   43.7
   55.4   70.3  125.1  126.9  284.3  293.9  294.1  363.4  501.3  616.3
  578.3  522.   634.7  625.4  297.2  733.2 1004.1  818.1  695.1  793.
  683.6  856.6  697.7  805.9  410.2  725.5  747.1  449.7  624.8  431.9
  779.5  570.7  673.4  864.2  770.3  673.9  578.3  724.4  785.6  633.2
  416.7  379.1  674.4  617.4  550.7  540.3  384.5  282.7  178.5   89.7
  114.6  148.4  339.8  285.3  102.    71.8   61.1   36.6   36.5   17.8
   24.4   27.5   24.2    0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0. ]","[ 99.9 133.2 138.2  98.4 103.2 132.4 145.1 113.6 158.7  83.7  94.4  98.8
  83.8  86.9  91.7 103.9  87.2 132.4  80.9  97.3  91.4  72.3 114.1  88.5
 161.7 174.  188.5 168.4 251.9 372.7 331.3 389.4 372.2 490.1 296.4 283.4
 292.9 428.5 308.6 223.9 396.8 437.1 349.3 265.1 301.4 236.5 257.  333.1
 292.3 339.  224.1 245.8 219.7 296.8 309.3 271.5 316.  250.2 324.8 356.7
 267.2 306.2 348.  280.1 257.9 404.  286.1 430.9 506.8 504.2 665.1 677.7
 477.7 616.1 612.  456.7 418.5 655.  478.7 458.6 619.4 614.9 553.6 394.3
 699.2 694.3 549.3 590.2 656.4 637.1 384.2 402.1 377.7 344.5 359.8 250.2]"
23,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.4  22.2  34.2  26.7  41.   62.3  71.  130.5 142.1
 271.7 338.6 337.5 327.1 404.8 652.8 587.3 529.5 680.3 676.6 348.6 720.6
 596.5 882.6 734.2 868.9 703.  629.7 743.4 823.9 497.  719.9 818.3 530.4
 694.1 468.9 721.9 628.  608.2 659.3 734.6 870.4 733.5 680.9 742.4 721.5
 480.2 347.5 563.7 506.9 516.3 541.  398.2 295.7 186.7 109.4 118.7 177.6
 337.1 303.6  92.1  77.   63.6  28.4  44.7  15.4  28.5  27.2  23.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[120.2 121.2 134.5 112.8  82.9 117.9 127.9 106.4 134.8  92.9  94.9  95.6
  93.3  89.5  97.7 107.3  93.3 111.6  83.5  96.1  97.1  92.1 106.7  90.1
 153.5 176.  195.6 218.6 245.9 328.3 462.2 380.9 235.  482.2 328.2 240.9
 319.3 370.2 389.4 282.1 349.5 387.4 300.3 246.  277.9 290.8 290.6 329.9
 289.3 381.7 258.5 246.5 264.7 226.1 211.9 262.5 275.6 291.4 385.1 373.
 328.3 363.1 304.  374.6 410.2 384.7 362.6 450.4 583.4 438.  558.9 594.
 490.9 598.3 577.9 453.3 458.3 542.  506.  479.3 593.  640.1 610.7 407.7
 651.3 695.2 595.6 584.9 601.3 574.9 389.4 388.5 346.9 345.9 323.9 238.3]"
24,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.7  21.8  32.5  31.8  48.4  66.3  62.9 134.2 126.4
 312.8 308.1 339.4 346.1 415.5 566.7 637.5 566.5 687.1 627.3 367.6 794.3
 933.2 898.6 759.7 804.1 845.8 722.3 707.9 629.8 357.1 680.1 707.5 430.9
 646.8 466.6 699.  624.8 667.8 801.1 676.2 897.  951.5 760.1 731.7 680.5
 440.2 395.5 601.  574.9 647.8 560.8 361.4 287.9 192.4 110.7  95.3 182.8
 273.9 276.1 114.9  78.2  66.3  28.8  33.5  16.3  26.8  26.7  21.5   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.8 127.1 145.1 102.6  78.7 150.4 131.4 131.5 131.6  80.6 109.3  92.2
 114.9  97.9 106.7  96.   79.8  97.3  98.9 118.6 110.8  82.  114.8  78.3
 154.1 167.3 193.6 219.4 248.9 367.4 426.  377.6 350.4 494.9 344.4 251.7
 259.6 440.6 266.1 248.1 237.8 426.1 266.3 263.6 258.2 282.1 282.4 206.4
 358.1 331.5 240.2 192.6 202.5 191.1 299.1 240.7 297.8 275.  300.9 321.3
 276.9 323.1 263.1 272.2 349.3 469.5 365.1 429.  598.  499.8 482.  596.4
 438.6 666.4 595.5 472.9 491.4 613.7 629.5 475.5 628.3 537.  533.3 445.1
 771.2 658.4 588.9 539.  556.8 592.9 342.7 489.1 402.9 303.5 295.6 259.1]"
25,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.2  22.4  31.2  25.4  38.2  63.1  68.4 146.1 116.4
 328.  315.7 256.2 317.7 431.6 600.3 604.9 449.8 618.8 730.8 384.2 785.5
 869.2 747.5 626.3 823.7 802.9 829.7 714.1 668.9 346.8 724.2 760.1 456.1
 512.7 551.4 736.3 506.8 676.4 768.6 702.9 754.9 756.4 519.9 678.  706.1
 440.5 388.6 684.6 571.5 526.9 650.9 329.9 259.2 196.9  99.5 113.6 153.5
 317.3 249.  102.4  84.3  57.   33.8  34.6  17.5  23.8  29.5  19.5   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[115.  122.6 133.2 115.  106.3 121.5 141.9 119.7 137.1  77.9  81.6  86.1
  93.7  90.8 105.4  91.9  77.  114.6  82.   92.3 112.9  89.5  89.7  85.5
 173.2 151.4 166.4 189.5 256.9 309.4 426.1 421.4 358.8 418.3 287.2 239.
 262.8 384.5 332.6 231.3 337.8 503.9 294.3 289.7 264.6 323.4 325.9 281.9
 283.7 328.2 234.2 251.4 227.  257.  254.7 235.5 280.6 276.7 363.8 367.7
 317.1 315.8 310.  336.  442.8 364.6 350.8 321.8 716.7 459.  549.8 511.3
 537.8 608.4 600.3 476.5 419.2 538.6 554.6 429.7 631.7 625.7 554.  457.8
 578.1 681.5 591.3 497.4 622.7 675.2 446.9 441.7 455.6 403.7 348.1 231.8]"
26,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.8  21.   34.5  29.3  45.4  61.6  61.7 128.1 137.8
 265.4 294.3 294.7 336.6 449.5 492.7 670.7 520.9 574.2 666.1 369.5 796.1
 794.6 941.4 763.3 760.2 708.3 844.4 797.  756.  406.9 857.6 686.7 398.5
 632.8 377.1 749.5 605.3 621.5 627.1 648.3 635.9 658.9 716.  619.2 668.2
 462.4 432.  661.3 509.  648.2 616.  398.6 353.1 154.2 123.2 131.8 184.1
 310.4 252.3  98.8  81.4  70.   35.7  38.9  14.3  27.6  28.1  23.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 98.9 129.  161.   89.   87.3 148.4 121.6 122.8 132.9  78.9  78.3 113.4
 108.9  91.5 103.  108.7  96.1 107.8  80.3 117.1 116.4  78.1 100.7  84.4
 149.2 220.6 188.  218.1 302.9 269.1 388.7 302.2 339.2 457.6 325.2 248.2
 291.8 471.5 345.4 254.6 359.6 428.1 276.2 244.  286.2 248.9 312.8 256.2
 330.8 353.9 270.8 194.7 280.7 226.  297.8 290.3 292.3 226.4 287.5 388.
 336.6 274.7 299.5 360.1 312.1 362.2 338.4 392.8 601.8 455.9 612.4 511.6
 505.3 654.4 590.3 423.4 513.4 616.7 618.2 435.4 585.1 527.6 591.  357.5
 756.3 707.1 659.9 635.7 569.1 666.4 407.6 443.2 406.8 394.2 302.1 216.1]"
27,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.6  26.1  28.6  25.7  39.9  70.   66.4 110.6 143.1
 245.2 327.8 296.6 334.8 354.  685.5 648.  576.6 634.4 654.1 278.5 770.8
 718.4 948.1 708.2 893.4 697.6 739.5 756.6 807.8 420.8 860.6 710.6 467.8
 645.3 492.5 851.1 514.2 657.8 821.6 639.5 627.9 647.9 749.6 665.1 696.3
 437.1 329.8 669.5 559.  547.  583.1 325.4 302.9 195.6 104.8 118.5 171.1
 347.2 239.2  95.3  75.2  60.4  31.4  43.9  16.4  24.5  27.8  24.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[107.5 142.  159.2  93.1  91.8 129.5 129.5 115.1 142.5  87.6  92.3  82.3
 109.7  94.3 103.8 106.8  69.8 104.5  97.6 123.4 108.3  88.4 125.7  98.9
 160.7 201.3 183.6 176.  313.6 317.8 400.8 435.8 277.1 433.1 264.3 247.7
 271.1 378.7 291.8 238.1 271.8 358.2 276.  297.1 303.9 250.1 335.4 271.1
 335.6 315.7 227.6 251.7 216.9 226.5 319.1 261.6 254.1 339.7 350.6 388.3
 294.  307.1 314.1 397.1 404.2 423.  368.4 455.6 718.  455.4 621.7 585.5
 467.9 653.  567.3 443.2 422.  632.9 539.2 501.9 633.2 580.6 487.  388.9
 772.9 612.9 570.2 604.4 579.7 704.  423.5 383.  446.5 386.5 312.7 205.7]"
